seqId,synonymousDiff,NonSynonymousDiff
GBHS30487-19|Homo sapiens|COI-5P|KY409348,0,0
GBHS37200-19|Homo sapiens|COI-5P|MF522975,0,0
GBHS36249-19|Homo sapiens|COI-5P|MF116363,0,0
GBHS26771-19|Homo sapiens|COI-5P|KU683080,2,0
GBMA12858-15|Homo sapiens|COI-5P|KJ923808,1,0
GBHS39048-19|Homo sapiens|COI-5P|MG773628,0,0
GBHS26813-19|Homo sapiens|COI-5P|KU683122,1,0
GBHS19620-19|Homo sapiens|COI-5P|KF148565,1,0
GBHS19285-19|Homo sapiens|COI-5P|KF148226,1,0
GBMA13044-15|Homo sapiens|COI-5P|KM101593,0,0
GBHS22252-19|Homo sapiens|COI-5P|JX153207,0,0
GBHS24923-19|Homo sapiens|COI-5P|KP240898,0,0
GBHS18413-19|Homo sapiens|COI-5P|KC763406,0,0
GBHS19467-19|Homo sapiens|COI-5P|KF148410,0,0
GBHS36709-19|Homo sapiens|COI-5P|MF381368,0,0
GBHS35779-19|Homo sapiens|COI-5P|MF058168,0,0
GBHS26756-19|Homo sapiens|COI-5P|KU683065,0,0
GBHS21551-19|Homo sapiens|COI-5P|KF162985,0,0
GBHS34348-19|Homo sapiens|COI-5P|MF056737,0,0
GBHS26332-19|Homo sapiens|COI-5P|KU521417,0,0
GBHS22133-19|Homo sapiens|COI-5P|KF540976,0,0
GBHS22263-19|Homo sapiens|COI-5P|KF148541,0,0
GBHS17823-19|Homo sapiens|COI-5P|JX669277,0,0
GBHS28556-19|Homo sapiens|COI-5P|KX457044,0,0
GBHS24007-19|Homo sapiens|COI-5P|KJ446465,0,0
GBMA12596-15|Homo sapiens|COI-5P|KJ669167,1,0
GBMA12468-15|Homo sapiens|COI-5P|KJ185946,2,0
GBHS35307-19|Homo sapiens|COI-5P|MF057696,2,0
GBMA11190-15|Homo sapiens|COI-5P|KF451427,1,0
GBHS3974-08|Homo sapiens|COI-5P|EF429135,3,0
GBHS40872-19|Homo sapiens|COI-5P|MH981916,1,0
GBHS30876-19|Homo sapiens|COI-5P|KY409737,0,0
GBHS34549-19|Homo sapiens|COI-5P|MF056938,0,0
GBHS34349-19|Homo sapiens|COI-5P|MF056738,0,0
GBHS28394-19|Homo sapiens|COI-5P|KX456877,1,0
GBHS29109-19|Homo sapiens|COI-5P|KX457598,0,0
GBMA13388-15|Homo sapiens|COI-5P|KM101937,0,0
GBHS23692-19|Homo sapiens|COI-5P|KJ446149,0,0
GBHS30873-19|Homo sapiens|COI-5P|KY409734,0,0
GBHS28312-19|Homo sapiens|COI-5P|KX456794,0,0
GBHS29163-19|Homo sapiens|COI-5P|KX457652,0,0
GBHS34769-19|Homo sapiens|COI-5P|MF057158,0,0
GBHS30169-19|Homo sapiens|COI-5P|KY409030,0,0
GBHS34879-19|Homo sapiens|COI-5P|MF057268,0,0
GBHS20746-19|Homo sapiens|COI-5P|KF162164,0,0
GBHS26004-19|Homo sapiens|COI-5P|KT779184,0,0
GBHS18438-19|Homo sapiens|COI-5P|KC763431,0,0
GBHS36219-19|Homo sapiens|COI-5P|MF097961,0,0
GBMNA18147-19|Homo sapiens|COI-5P|MF695977,0,0
GBHS23441-19|Homo sapiens|COI-5P|KJ445898,0,0
GBMA10261-15|Homo sapiens|COI-5P|GU213239,0,0
GBHS39219-19|Homo sapiens|COI-5P|MG952870,0,0
GBHS38509-19|Homo sapiens|COI-5P|MG429032,0,0
GBHS29918-19|Homo sapiens|COI-5P|KY408779,2,0
GBHS26356-19|Homo sapiens|COI-5P|KU521441,2,0
GBHS30378-19|Homo sapiens|COI-5P|KY409239,0,0
GBHS29626-19|Homo sapiens|COI-5P|KY408159,0,0
GBHS32882-19|Homo sapiens|COI-5P|KY798201,0,0
GBHS21463-19|Homo sapiens|COI-5P|KF162895,0,0
GBHS25328-19|Homo sapiens|COI-5P|KT587394,0,0
GBHS34752-19|Homo sapiens|COI-5P|MF057141,2,0
GBHS6240-10|Homo sapiens|COI-5P|FJ951608,1,0
GBHS19290-19|Homo sapiens|COI-5P|KF148231,1,0
GBHS34894-19|Homo sapiens|COI-5P|MF057283,1,0
GBHS36107-19|Homo sapiens|COI-5P|MF058496,0,0
GBMA12728-15|Homo sapiens|COI-5P|KJ856734,0,0
GBHS21349-19|Homo sapiens|COI-5P|KF162779,0,0
GBMA13042-15|Homo sapiens|COI-5P|KM101591,0,0
GBHS38799-19|Homo sapiens|COI-5P|MG646122,0,0
GBMA12925-15|Homo sapiens|COI-5P|KM013847,0,0
GBHS16562-19|Homo sapiens|COI-5P|AP013147,0,0
GBHS25923-19|Homo sapiens|COI-5P|KT726150,0,0
GBHS19103-19|Homo sapiens|COI-5P|KF146269,0,0
GBHS5061-09|Homo sapiens|COI-5P|FJ348212,0,0
GBMA11029-15|Homo sapiens|COI-5P|KF451266,0,0
GBMTG1681-16|Homo denisova|COI-5P|NC_013993,14,3
GBHS36790-19|Homo sapiens|COI-5P|MF381449,2,0
GBMA14088-15|Homo neanderthalensis|COI-5P|KJ533544,8,0
GBHS35728-19|Homo sapiens|COI-5P|MF058117,1,0
GBHS35698-19|Homo sapiens|COI-5P|MF058087,1,0
GBHS31165-19|Homo sapiens|COI-5P|KY410026,0,0
GBHS40852-19|Homo sapiens|COI-5P|MH981896,2,0
GBHS27465-19|Homo sapiens|COI-5P|KU686665,0,0
GBHS32156-19|Homo sapiens|COI-5P|KY670870,0,0
GBMA11818-15|Homo sapiens|COI-5P|KF962834,0,0
GBHS35944-19|Homo sapiens|COI-5P|MF058333,0,0
GBHS29914-19|Homo sapiens|COI-5P|KY408775,0,1
GBHS24882-19|Homo sapiens|COI-5P|KP240857,1,0
GBMA13257-15|Homo sapiens|COI-5P|KM101806,1,0
GBHS26397-19|Homo sapiens|COI-5P|KU521482,1,0
GBHS18635-19|Homo sapiens|COI-5P|KC911395,0,0
GBHS22079-19|Homo sapiens|COI-5P|KF540922,0,0
GBHS24162-19|Homo sapiens|COI-5P|KJ446621,0,0
GBHS26876-19|Homo sapiens|COI-5P|KU683185,0,0
GBHS19596-19|Homo sapiens|COI-5P|KF148540,0,0
GBHS17354-19|Homo sapiens|COI-5P|HQ286590,0,0
GBHS16610-19|Homo sapiens|COI-5P|AP013195,0,0
GBHS21895-19|Homo sapiens|COI-5P|KF540738,0,0
GBHS26931-19|Homo sapiens|COI-5P|KU683240,0,0
GBMA11363-15|Homo sapiens|COI-5P|KF451600,1,0
GBMA12476-15|Homo sapiens|COI-5P|KJ185954,2,1
GBHS18525-19|Homo sapiens|COI-5P|KC911285,2,0
GBHS23901-19|Homo sapiens|COI-5P|KJ446358,0,0
GBHS36449-19|Homo sapiens|COI-5P|MF362775,1,0
GBMA12535-15|Homo sapiens|COI-5P|KJ669106,1,0
GBHS33997-19|Homo sapiens|COI-5P|MF056386,2,0
GBHS34314-19|Homo sapiens|COI-5P|MF056703,1,0
GBHS40348-19|Homo sapiens|COI-5P|MH449368,1,0
GBHS23628-19|Homo sapiens|COI-5P|KJ446085,1,0
GBHS19601-19|Homo sapiens|COI-5P|KF148546,1,0
GBHS22700-19|Homo sapiens|COI-5P|KJ154400,0,0
GBHS22587-19|Homo sapiens|COI-5P|KJ154287,0,0
GBHS18033-19|Homo sapiens|COI-5P|KC505072,0,0
GBHS23122-19|Homo sapiens|COI-5P|KJ154823,0,0
GBHS30517-19|Homo sapiens|COI-5P|KY409378,0,0
GBHS29208-19|Homo sapiens|COI-5P|KX467283,0,0
GBHS28973-19|Homo sapiens|COI-5P|KX457462,0,0
GBHS36492-19|Homo sapiens|COI-5P|MF362818,0,0
GBHS17712-19|Homo sapiens|COI-5P|JX669165,0,0
GBHS38973-19|Homo sapiens|COI-5P|MG672487,0,0
GBHS23832-19|Homo sapiens|COI-5P|KJ446289,0,0
GBHS27362-19|Homo sapiens|COI-5P|KU686562,0,0
GBHS20915-19|Homo sapiens|COI-5P|KF162338,0,0
GBMA11662-15|Homo sapiens|COI-5P|KF874353,0,0
GBHS22958-19|Homo sapiens|COI-5P|KJ154658,0,0
GBHS39234-19|Homo sapiens|COI-5P|MH005248,0,0
GBHS38138-19|Homo sapiens|COI-5P|MG272815,1,0
GBHS38391-19|Homo sapiens|COI-5P|MG273068,1,0
GBHS20669-19|Homo sapiens|COI-5P|KF162087,2,0
GBHS37481-19|Homo sapiens|COI-5P|MF588818,1,0
GBHS34779-19|Homo sapiens|COI-5P|MF057168,1,0
GBHS35833-19|Homo sapiens|COI-5P|MF058222,1,1
GBHS35117-19|Homo sapiens|COI-5P|MF057506,2,0
GBHS27183-19|Homo sapiens|COI-5P|KU683492,1,0
GBHS25488-19|Homo sapiens|COI-5P|KT587554,1,0
GBHS21990-19|Homo sapiens|COI-5P|KF540833,1,0
GBHS6300-10|Homo sapiens|COI-5P|FJ951548,1,0
GBHS39792-19|Homo sapiens|COI-5P|MH359221,1,0
GBHS37778-19|Homo sapiens|COI-5P|MG182027,1,0
GBMA10618-15|Homo sapiens|COI-5P|KF450855,1,0
GBHS22565-19|Homo sapiens|COI-5P|KJ154265,0,0
GBHS25347-19|Homo sapiens|COI-5P|KT587413,0,0
GBHS19986-19|Homo sapiens|COI-5P|KF161401,0,0
GBHS40323-19|Homo sapiens|COI-5P|MH449343,0,0
GBHS37282-19|Homo sapiens|COI-5P|MF523057,0,0
GBHS24461-19|Homo sapiens|COI-5P|KJ801480,0,0
GBHS25327-19|Homo sapiens|COI-5P|KT587393,0,0
GBHS39124-19|Homo sapiens|COI-5P|MG936623,0,0
GBHS24259-19|Homo sapiens|COI-5P|KJ446718,0,0
GBHS17207-19|Homo sapiens|COI-5P|HM185209,0,0
GBHS25421-19|Homo sapiens|COI-5P|KT587487,0,0
GBHS28579-19|Homo sapiens|COI-5P|KX457067,0,0
GBHS40726-19|Homo sapiens|COI-5P|MH981634,2,0
GBMNA18069-19|Homo sapiens|COI-5P|MF695899,1,0
GBMTG1314-16|Homo neanderthalensis|COI-5P|NC_011137,8,0
GBHS15851-19|Homo neanderthalensis|COI-5P|KX198088,8,0
GBHS17684-19|Homo sapiens|COI-5P|JX669137,1,0
GBHS27024-19|Homo sapiens|COI-5P|KU683333,0,1
GBHS35980-19|Homo sapiens|COI-5P|MF058369,2,0
GBHS23153-19|Homo sapiens|COI-5P|KJ154854,1,0
GBHS23246-19|Homo sapiens|COI-5P|KJ154947,0,0
GBHS19583-19|Homo sapiens|COI-5P|KF148527,1,0
GBHS25163-19|Homo sapiens|COI-5P|KT213745,1,0
GBMA12360-15|Homo sapiens|COI-5P|KJ185838,0,0
GBHS38296-19|Homo sapiens|COI-5P|MG272973,0,0
GBHS35913-19|Homo sapiens|COI-5P|MF058302,0,0
GBMA13484-15|Homo sapiens|COI-5P|KM102051,0,0
GBHS23699-19|Homo sapiens|COI-5P|KJ446156,0,0
GBHS26802-19|Homo sapiens|COI-5P|KU683111,1,1
GBHS19943-19|Homo sapiens|COI-5P|KF161357,1,0
GBHS40774-19|Homo sapiens|COI-5P|MH981682,0,0
GBHS19037-19|Homo sapiens|COI-5P|KF056286,0,0
GBHS26156-19|Homo sapiens|COI-5P|KT981896,0,0
GBHS32985-19|Homo sapiens|COI-5P|KY824914,0,0
GBHS26429-19|Homo sapiens|COI-5P|KU523270,0,0
GBHS31711-19|Homo sapiens|COI-5P|KY645541,0,0
GBHS28764-19|Homo sapiens|COI-5P|KX457252,0,0
GBHS15857-19|Homo neanderthalensis|COI-5P|MG025540,9,0
GBHS31121-19|Homo sapiens|COI-5P|KY409982,1,0
GBHS35025-19|Homo sapiens|COI-5P|MF057414,2,0
GBHS32529-19|Homo sapiens|COI-5P|KY680904,1,0
GBHS38266-19|Homo sapiens|COI-5P|MG272943,1,0
GBHS34815-19|Homo sapiens|COI-5P|MF057204,3,0
GBHS40511-19|Homo sapiens|COI-5P|MH449531,0,0
GBMA14041-15|Homo sapiens|COI-5P|KR271612,0,0
GBMA13419-15|Homo sapiens|COI-5P|KM101986,1,0
GBHS17997-19|Homo sapiens|COI-5P|KC286589,0,1
GBHS35148-19|Homo sapiens|COI-5P|MF057537,1,0
GBHS23197-19|Homo sapiens|COI-5P|KJ154898,2,0
GBMA13916-15|Homo sapiens|COI-5P|KP726893,1,0
GBHS36927-19|Homo sapiens|COI-5P|MF399053,0,0
GBHS37850-19|Homo sapiens|COI-5P|MG182498,0,0
GBHS29347-19|Homo sapiens|COI-5P|KX681447,0,0
GBHS19731-19|Homo sapiens|COI-5P|KF161145,0,0
GBHS40212-19|Homo sapiens|COI-5P|MH449232,0,0
GBHS29838-19|Homo sapiens|COI-5P|KY408699,0,0
GBHS23006-19|Homo sapiens|COI-5P|KJ154706,0,0
GBHS20637-19|Homo sapiens|COI-5P|KF162055,0,0
GBMNA18048-19|Homo sapiens|COI-5P|MF695878,1,0
GBHS40072-19|Homo sapiens|COI-5P|MH449092,0,0
GBMA12745-15|Homo sapiens|COI-5P|KJ856751,0,0
GBHS6570-10|Homo sapiens|COI-5P|GQ398488,0,0
GBMA13877-15|Homo sapiens|COI-5P|KP346059,1,0
GBHS38380-19|Homo sapiens|COI-5P|MG273057,1,0
GBHS29117-19|Homo sapiens|COI-5P|KX457606,1,0
GBMA11207-15|Homo sapiens|COI-5P|KF451444,2,0
GBMA13538-15|Homo sapiens|COI-5P|KM102105,1,0
GBHS34460-19|Homo sapiens|COI-5P|MF056849,1,0
GBHS25022-19|Homo sapiens|COI-5P|KP407034,1,0
GBHS20053-19|Homo sapiens|COI-5P|KF161469,2,0
GBHS31402-19|Homo sapiens|COI-5P|KY411465,3,0
GBHS31190-19|Homo sapiens|COI-5P|KY410051,1,0
GBHS25614-19|Homo sapiens|COI-5P|KT698023,3,0
GBMA11225-15|Homo sapiens|COI-5P|KF451462,0,0
GBHS25937-19|Homo sapiens|COI-5P|KT749785,0,0
GBHS19754-19|Homo sapiens|COI-5P|KF161168,0,0
GBHS30617-19|Homo sapiens|COI-5P|KY409478,0,0
GBHS32307-19|Homo sapiens|COI-5P|KY671021,0,0
GBHS32098-19|Homo sapiens|COI-5P|KY645928,0,0
GBHS40803-19|Homo sapiens|COI-5P|MH981847,0,0
GBHS21299-19|Homo sapiens|COI-5P|KF162726,0,0
GBHS36544-19|Homo sapiens|COI-5P|MF362870,0,0
GBMA11639-15|Homo sapiens|COI-5P|KF874330,0,0
GBHS31776-19|Homo sapiens|COI-5P|KY645606,0,0
GBHS26997-19|Homo sapiens|COI-5P|KU683306,0,0
GBHS32358-19|Homo sapiens|COI-5P|KY671072,0,0
GBHS32039-19|Homo sapiens|COI-5P|KY645869,0,0
GBHS34361-19|Homo sapiens|COI-5P|MF056750,1,0
GBHS39556-19|Homo sapiens|COI-5P|MH120700,0,0
GBHS26571-19|Homo sapiens|COI-5P|KU682877,0,0
GBHS19033-19|Homo sapiens|COI-5P|KF056282,0,0
GBHS28103-19|Homo sapiens|COI-5P|KX456585,0,0
GBHS3964-08|Homo sapiens|COI-5P|EF114273,0,0
GBHS30841-19|Homo sapiens|COI-5P|KY409702,0,0
GBHS34217-19|Homo sapiens|COI-5P|MF056606,0,0
GBHS16812-19|Homo sapiens|COI-5P|GQ337639,0,0
GBHS38946-19|Homo sapiens|COI-5P|MG646274,0,0
GBHS39047-19|Homo sapiens|COI-5P|MG773624,0,0
GBHS30261-19|Homo sapiens|COI-5P|KY409122,0,1
GBHS40680-19|Homo sapiens|COI-5P|MH899455,0,0
GBHS31273-19|Homo sapiens|COI-5P|KY410134,0,0
GBHS20287-19|Homo sapiens|COI-5P|KF161704,0,0
GBHS39431-19|Homo sapiens|COI-5P|MH120574,0,0
GBHS32379-19|Homo sapiens|COI-5P|KY671093,0,0
GBHS33692-19|Homo sapiens|COI-5P|MF056081,2,0
GBHS34954-19|Homo sapiens|COI-5P|MF057343,1,0
GBHS6373-10|Homo sapiens|COI-5P|FJ951475,2,0
GBHS6399-10|Homo sapiens|COI-5P|FJ951449,1,0
GBHS34123-19|Homo sapiens|COI-5P|MF056512,1,0
GBHS33458-19|Homo sapiens|COI-5P|MF055847,1,0
GBHS18345-19|Homo sapiens|COI-5P|KC711035,1,0
GBMNA13232-19|Homo neanderthalensis|COI-5P|AM948965,8,0
GBHS31132-19|Homo sapiens|COI-5P|KY409993,1,0
GBHS38400-19|Homo sapiens|COI-5P|MG273077,1,0
GBHS35736-19|Homo sapiens|COI-5P|MF058125,1,3
GBHS35745-19|Homo sapiens|COI-5P|MF058134,1,0
GBHS24076-19|Homo sapiens|COI-5P|KJ446534,1,0
GBHS23158-19|Homo sapiens|COI-5P|KJ154859,2,0
GBHS26741-19|Homo sapiens|COI-5P|KU683050,1,0
GBHS26011-19|Homo sapiens|COI-5P|KT779191,1,0
GBHS36671-19|Homo sapiens|COI-5P|MF381330,0,0
GBHS30373-19|Homo sapiens|COI-5P|KY409234,0,0
GBHS37475-19|Homo sapiens|COI-5P|MF588812,0,0
GBHS25939-19|Homo sapiens|COI-5P|KT749787,0,0
GBHS5100-09|Homo sapiens|COI-5P|FJ348173,0,0
GBHS23644-19|Homo sapiens|COI-5P|KJ446101,0,0
GBHS30772-19|Homo sapiens|COI-5P|KY409633,0,0
GBMA10767-15|Homo sapiens|COI-5P|KF451004,0,0
GBHS31325-19|Homo sapiens|COI-5P|KY410186,0,0
GBHS21184-19|Homo sapiens|COI-5P|KF162610,0,0
GBHS32682-19|Homo sapiens|COI-5P|KY782160,0,0
GBHS17431-19|Homo sapiens|COI-5P|HQ610956,0,0
GBHS16941-19|Homo sapiens|COI-5P|GU289555,0,0
GBHS34419-19|Homo sapiens|COI-5P|MF056808,0,0
GBHS33366-19|Homo sapiens|COI-5P|MF055755,0,0
GBHS22489-19|Homo sapiens|COI-5P|KJ154189,0,0
GBHS34476-19|Homo sapiens|COI-5P|MF056865,0,0
GBHS36100-19|Homo sapiens|COI-5P|MF058489,0,0
GBHS29698-19|Homo sapiens|COI-5P|KY408559,0,0
GBHS16939-19|Homo sapiens|COI-5P|GU252762,2,0
GBHS34819-19|Homo sapiens|COI-5P|MF057208,2,0
GBHS18190-19|Homo sapiens|COI-5P|KC622154,2,0
GBHS39125-19|Homo sapiens|COI-5P|MG936624,1,0
GBHS35744-19|Homo sapiens|COI-5P|MF058133,1,0
GBHS37911-19|Homo sapiens|COI-5P|MG272588,1,0
GBHS17744-19|Homo sapiens|COI-5P|JX669197,1,0
GBHS32523-19|Homo sapiens|COI-5P|KY680898,1,0
GBHS24788-19|Homo sapiens|COI-5P|KP240763,0,0
GBHS29760-19|Homo sapiens|COI-5P|KY408621,0,0
GBHS20309-19|Homo sapiens|COI-5P|KF161726,0,0
GBHS40960-19|Homo sapiens|COI-5P|MK239958,2,0
GBHS35391-19|Homo sapiens|COI-5P|MF057780,0,0
GBMA11688-15|Homo sapiens|COI-5P|KF874379,1,0
GBMA12857-15|Homo sapiens|COI-5P|KJ923807,1,0
GBHS25741-19|Homo sapiens|COI-5P|KT725968,0,0
GBHS25362-19|Homo sapiens|COI-5P|KT587428,0,0
GBHS24103-19|Homo sapiens|COI-5P|KJ446562,0,0
GBMA10525-15|Homo sapiens|COI-5P|KF383990,0,0
GBHS25507-19|Homo sapiens|COI-5P|KT587573,0,0
GBMA11062-15|Homo sapiens|COI-5P|KF451299,0,0
GBHS25941-19|Homo sapiens|COI-5P|KT749789,0,0
GBMA11287-15|Homo sapiens|COI-5P|KF451524,0,0
GBMA11650-15|Homo sapiens|COI-5P|KF874341,0,0
GBHS31576-19|Homo sapiens|COI-5P|KY595594,0,0
GBHS40344-19|Homo sapiens|COI-5P|MH449364,0,0
GBHS29190-19|Homo sapiens|COI-5P|KX467265,0,0
GBHS37056-19|Homo sapiens|COI-5P|MF498731,0,0
GBHS37114-19|Homo sapiens|COI-5P|MF522889,0,0
GBHS6400-10|Homo sapiens|COI-5P|FJ951448,0,0
GBHS31895-19|Homo sapiens|COI-5P|KY645725,0,0
GBHS36208-19|Homo sapiens|COI-5P|MF058597,3,0
GBHS26357-19|Homo sapiens|COI-5P|KU521442,2,0
GBHS16549-19|Homo sapiens|COI-5P|AP013134,1,0
GBHS24748-19|Homo sapiens|COI-5P|KP240723,1,1
GBHS25486-19|Homo sapiens|COI-5P|KT587552,1,1
GBHS25702-19|Homo sapiens|COI-5P|KT725929,0,1
GBHS22712-19|Homo sapiens|COI-5P|KJ154412,0,0
GBHS22677-19|Homo sapiens|COI-5P|KJ154377,0,0
GBHS34368-19|Homo sapiens|COI-5P|MF056757,0,0
GBMA13778-15|Homo sapiens|COI-5P|KP317065,1,0
GBMA10976-15|Homo sapiens|COI-5P|KF451213,1,0
GBHS17478-19|Homo sapiens|COI-5P|HQ658466,0,1
GBHS39127-19|Homo sapiens|COI-5P|MG946757,0,1
GBHS30813-19|Homo sapiens|COI-5P|KY409674,0,0
GBHS20455-19|Homo sapiens|COI-5P|KF161873,0,0
GBHS28286-19|Homo sapiens|COI-5P|KX456768,0,0
GBHS22321-19|Homo sapiens|COI-5P|KF683904,0,0
GBHS18796-19|Homo sapiens|COI-5P|KC911556,0,0
GBHS18049-19|Homo sapiens|COI-5P|KC505088,0,0
GBHS28626-19|Homo sapiens|COI-5P|KX457114,0,0
GBHS17564-19|Homo sapiens|COI-5P|JX135003,0,0
GBHS6371-10|Homo sapiens|COI-5P|FJ951477,1,0
GBHS26913-19|Homo sapiens|COI-5P|KU683222,0,0
GBHS35019-19|Homo sapiens|COI-5P|MF057408,0,0
GBHS39975-19|Homo sapiens|COI-5P|MH448995,0,0
GBHS34487-19|Homo sapiens|COI-5P|MF056876,0,0
GBHS26328-19|Homo sapiens|COI-5P|KU521413,0,0
GBHS21089-19|Homo sapiens|COI-5P|KF162515,0,0
GBHS30013-19|Homo sapiens|COI-5P|KY408874,0,0
GBHS27066-19|Homo sapiens|COI-5P|KU683375,0,0
GBMA11243-15|Homo sapiens|COI-5P|KF451480,0,0
GBHS39481-19|Homo sapiens|COI-5P|MH120625,0,0
GBHS37190-19|Homo sapiens|COI-5P|MF522965,0,0
GBHS38793-19|Homo sapiens|COI-5P|MG646116,1,0
GBHS36744-19|Homo sapiens|COI-5P|MF381403,0,0
GBHS26229-19|Homo sapiens|COI-5P|KU131371,1,0
GBHS36742-19|Homo sapiens|COI-5P|MF381401,2,0
GBHS40615-19|Homo sapiens|COI-5P|MH500001,1,0
GBHS28195-19|Homo sapiens|COI-5P|KX456677,1,0
GBHS40788-19|Homo sapiens|COI-5P|MH981832,1,0
GBHS32478-19|Homo sapiens|COI-5P|KY680853,1,0
GBHS38731-19|Homo sapiens|COI-5P|MG637095,1,0
GBHS31182-19|Homo sapiens|COI-5P|KY410043,0,0
GBHS30944-19|Homo sapiens|COI-5P|KY409805,0,0
GBHS39513-19|Homo sapiens|COI-5P|MH120657,1,0
GBMA13160-15|Homo sapiens|COI-5P|KM101709,1,0
GBHS28516-19|Homo sapiens|COI-5P|KX457004,1,0
GBHS26408-19|Homo sapiens|COI-5P|KU521493,0,0
GBMA10911-15|Homo sapiens|COI-5P|KF451148,0,0
GBMA10743-15|Homo sapiens|COI-5P|KF450980,0,0
GBHS32684-19|Homo sapiens|COI-5P|KY782162,0,0
GBHS19826-19|Homo sapiens|COI-5P|KF161240,0,0
GBHS25865-19|Homo sapiens|COI-5P|KT726092,0,0
GBHS36542-19|Homo sapiens|COI-5P|MF362868,0,0
GBHS36077-19|Homo sapiens|COI-5P|MF058466,0,0
GBHS36769-19|Homo sapiens|COI-5P|MF381428,2,0
GBMA13189-15|Homo sapiens|COI-5P|KM101738,3,0
GBHS30368-19|Homo sapiens|COI-5P|KY409229,0,0
GBHS20658-19|Homo sapiens|COI-5P|KF162076,0,0
GBHS39070-19|Homo sapiens|COI-5P|MG773650,0,0
GBMA12349-15|Homo sapiens|COI-5P|KJ185827,1,0
GBHS24934-19|Homo sapiens|COI-5P|KP240909,0,0
GBHS34220-19|Homo sapiens|COI-5P|MF056609,0,0
GBHS30637-19|Homo sapiens|COI-5P|KY409498,0,0
GBHS40371-19|Homo sapiens|COI-5P|MH449391,2,0
GBHS36049-19|Homo sapiens|COI-5P|MF058438,1,0
GBHS35624-19|Homo sapiens|COI-5P|MF058013,1,1
GBHS33076-19|Homo sapiens|COI-5P|KY825005,0,1
GBHS20052-19|Homo sapiens|COI-5P|KF161468,0,0
GBHS34247-19|Homo sapiens|COI-5P|MF056636,1,0
GBHS17836-19|Homo sapiens|COI-5P|JX669290,2,0
GBHS29876-19|Homo sapiens|COI-5P|KY408737,1,0
GBHS28096-19|Homo sapiens|COI-5P|KX456578,1,0
GBHS23554-19|Homo sapiens|COI-5P|KJ446011,0,0
GBMA10695-15|Homo sapiens|COI-5P|KF450932,0,0
GBHS24140-19|Homo sapiens|COI-5P|KJ446599,0,0
GBHS30287-19|Homo sapiens|COI-5P|KY409148,0,0
GBHS39294-19|Homo sapiens|COI-5P|MH120437,0,0
GBHS27442-19|Homo sapiens|COI-5P|KU686642,0,0
GBHS32604-19|Homo sapiens|COI-5P|KY680979,0,0
GBHS22125-19|Homo sapiens|COI-5P|KF540968,0,0
GBHS17755-19|Homo sapiens|COI-5P|JX669209,0,0
GBHS27703-19|Homo sapiens|COI-5P|KX358495,0,0
GBHS32083-19|Homo sapiens|COI-5P|KY645913,0,0
GBHS27244-19|Homo sapiens|COI-5P|KU683553,0,0
GBMA13347-15|Homo sapiens|COI-5P|KM101896,0,0
GBHS30922-19|Homo sapiens|COI-5P|KY409783,0,0
GBHS15859-19|Homo denisova|COI-5P|KX663333,14,1
GBHS15846-19|Homo neanderthalensis|COI-5P|KX198083,8,0
GBHS34353-19|Homo sapiens|COI-5P|MF056742,2,0
GBHS21787-19|Homo sapiens|COI-5P|KF540630,1,0
GBHS40655-19|Homo sapiens|COI-5P|MH763828,1,0
GBHS26550-19|Homo sapiens|COI-5P|KU535696,2,0
GBMA12352-15|Homo sapiens|COI-5P|KJ185830,1,1
GBHS30333-19|Homo sapiens|COI-5P|KY409194,0,1
GBHS30339-19|Homo sapiens|COI-5P|KY409200,0,0
GBHS32749-19|Homo sapiens|COI-5P|KY782227,0,0
GBMA13941-15|Homo sapiens|COI-5P|KP763842,0,0
GBHS31343-19|Homo sapiens|COI-5P|KY410204,0,0
GBHS27079-19|Homo sapiens|COI-5P|KU683388,0,0
GBHS38524-19|Homo sapiens|COI-5P|MG429047,0,0
GBHS20933-19|Homo sapiens|COI-5P|KF162357,0,0
GBHS22856-19|Homo sapiens|COI-5P|KJ154556,0,0
GBHS19250-19|Homo sapiens|COI-5P|KF148191,1,0
GBMA12861-15|Homo sapiens|COI-5P|KJ923811,0,0
GBHS23372-19|Homo sapiens|COI-5P|KJ445829,0,1
GBMNA18100-19|Homo sapiens|COI-5P|MF695930,0,0
GBHS31103-19|Homo sapiens|COI-5P|KY409964,0,0
GBHS23768-19|Homo sapiens|COI-5P|KJ446225,0,0
GBHS23542-19|Homo sapiens|COI-5P|KJ445999,0,0
GBMA10710-15|Homo sapiens|COI-5P|KF450947,0,0
GBMA11043-15|Homo sapiens|COI-5P|KF451280,0,0
GBHS26628-19|Homo sapiens|COI-5P|KU682934,0,0
GBHS31117-19|Homo sapiens|COI-5P|KY409978,0,0
GBHS28777-19|Homo sapiens|COI-5P|KX457265,0,0
GBMA12677-15|Homo sapiens|COI-5P|KJ856683,2,0
GBHS22175-19|Homo sapiens|COI-5P|KF541018,1,1
GBHS25626-19|Homo sapiens|COI-5P|KT698035,0,0
GBHS29892-19|Homo sapiens|COI-5P|KY408753,0,0
GBHS25268-19|Homo sapiens|COI-5P|KT363958,0,0
GBHS37977-19|Homo sapiens|COI-5P|MG272654,0,0
GBHS27710-19|Homo sapiens|COI-5P|KX358502,0,0
GBHS23744-19|Homo sapiens|COI-5P|KJ446201,0,0
GBMA11116-15|Homo sapiens|COI-5P|KF451353,0,0
